text,star
"Other places far better!My friend and I were visiting Tate Britain from University of Southampton in order to see a new exhibition. We decided to treat ourselves to lunch in Tozi, being students, I immediately felt out of place in this restaurant to begin with as it looked to me as though it was mostly work colleagues out for lunch. My lack of comfort was immediately heightened when meeting our waiter who had a strong Italian accent which was difficult to understand. I was reading through the wine menu and found one that I wanted for £5.50 per glass. When I proceeded to show this to him on the menu, he snatched the menu out of my hand and said I have a great one you could try, you want a medium red? He then brought me a taste of the wine he was referring to which I noticed was £11 per glass. I found this extremely rude when I already knew which wine I wanted. The food was absolutely excellent when it came and the £5.50 wine was perfect. When it came to ordering the bill, my friend and I divided up what we had to pay. We weren't sure whether to leave any tip because of the rudeness of the waiter but we said we'd decide after and would just pay the amount that our food came to. When we told him how much money we wanted to put on each card, he tried to work it out in his head and asked us why we weren't paying the 12.5% service charge which we explained we'd pay separately, he then continued by asking what was wrong. This was the most uncomfortable dining experience I've ever had and I will definately never be returning.",2
"Superb service -overrated foodI should have listened to other reviewers that warned about the noise level. It was so loud that it made the dinner unpleasant. The food was of good quality. The service was totally indifferent. If you want a young, hip,loud place this is for you. Others should look elsewhere.",2
"They need to improve a lot!Initially I thought their pricing should imply a level of quality in food and service but it's simply wasn't the case on this visit which was my first.

No card machine I hadn't noticed the age of the sign on the door but seen reviews from February that they have no card machine ... sorry but that's crap service and stinks of some scam in managing their accounts however.....
Service after quick drinks dropped.

Hot day and no chilled drinks we had ask for ice

Just ordering a main course took forever to come luckily my partners order was on a sizzling plate so nice and hot and she enjoyed her fillet steak , my mixed grill was barely warm and came with the wrong sauce.

And we're the staff attentive to check on you ...unfortunately not and as I've given up expecting service I got up to give back the sauce and get the correct sauce sent out.

1/3 of my Luke warm meal was eaten before the sauce was brought out.

Simply put what could have been a positive experience was marred by cold food and poor service against a relatively expensive menu.

This place should be at least 25% cheaper for the demographic they are targeting and at that level they need to be 50% better in service and accuracy and timeliness of delivery.",2
"Service was poor -- the manager did not care1. the starter was the last item to arrive -- after we reminded them
2. no crayons for the kids colouring
3. ordered a well done steak , it was medium rare
4. toilet tap nearly came off in my hand
5. no card machine
6. didn't return the change ( I was going to leave it anyway) however its the principle.
7. out of all the staff there was only one helpful waiter
Need I say more.",2
"Not GoodThe service was above standard however, the steak was small and half of it sinew. It came out cold and buried under sauce and fried onions. Music was to loud and it felt more like a club than a restaurant. Pretty much bog standard and what one could expect from a place like Norbury. Can't say I'm surprised.",2
DisappointingTook my mother out for lunch in Harrow and on a whim thought lets try here. Service was terrible. We had to wait for the staff to finish saying talking to each out before they came to us. Took a long while to finish to get our order due to another conversation and when we did get the food and the drinks both were were slopped on the table. No effect at all to clean it up or to say sorry. Food tasted nothing like how it was describe. It wasn't bad but nothing exciting. Wouldn't eat there again.,2
Third time isn't always a charm.I've been to Steakout on three different occasions and the experience was on a decline with each subsequent visit. I'm a lover of all things beef and was really excited to find a steakhouse with Western style grilling nearby. Obviously my first visit was good since I went back (twice). Unfortunately the quality and texture of the T-bone steaks kept getting worse. They are almost impossible to cut with a sharp knife and since I am not a canine with vampire incisors it was even harder to chew. Sides are just reheated and sauces aren't even room temperature all the way through. I'm sad to say I won't be back for a fourth try.,2
Not impressedWent with high expectations but a serious let Down the starter we got waiting 20 min lamb chops no taste a day buffalo wings which was very nice bit 3 in a portion was a slap in the face for 5.95 then the steaks were covered in the most vile sauce like mustard mixed with horseradish had to scrape it off and use the other chilli sauce given which was nice garlic mash excellent I would not go again,2
"Average food but poor value for moneyWent here for a dinner with friends and while most found the food 'alright', I think it is really poor when considering the money you pay. There are far better alternatives, maybe not in Norbury itself, but the 10min drive down to Croydon. Not suitable if you prefer chicken over beef or if you are looking for good value for money.",2
"SteakoutExpensive, bland and basic, no real taste with little going for it - steaks are tender but lacking in taste, beef burgers very salty with little beef.........is this really halal??? The Woking restaurant was very disappointing.",2
Bad attitude of staffVery disappointed by the bad attitude of some of the staff - very surly and gave the attitude of finding the customers an irritant. Food was not cheap and not exceptional and the unwelcoming environment is unacceptable . Would not recommend.,2
"Didn't match expectationsWent in with partner on Saturday evening. Just not as good as in past visits. Initial 'welcome' and sorting out not really done well. Food was variable, not very good.
Staff audibly arguing and swearing...you just shouldn't allow this anywhere.
Background music not really working effectively. (Probably just needs a better sound system...small point I know).
They've really let things slip.
Will not go back.",2
"disappointing compared to previous visitsWe have been here a number of times over the last five years but unfortunately won't come again unless we think things have picked up. The wild mushroom and butternut squash arancini was OK, but my stuffed courgette main course was laughable. One small to medium-sized overcooked squelchy courgette, the size of a starter, covered with a fairly tasteless cheese and spinach sauce. My partner's mackerel was OK she said, but too salty. Maybe the chef had an off night, or has no idea how to cater for vegetarians. The alternative veggie main course was...gnocchi. Despite the friendly service and the fact that we always like to support our local restaurants, we'll be looking at future reviews to see how other people fare before deciding to go to VK again.",2
"Overpriced for average foodAverage food. Nothing special. Menu stays the same generally with not that much choice and very poor chocies for vegetarians, Not worth no where near what they charge. Service is o.k. If this restaaurant was not in the Village I doubt it would be as succesful.",2
"Am I missing something?We went to the VK a few weeks ago on a Saturday night. When i called they made it sound like they had squeezed us in, however when we arrived we were the only people there for a good hour. Firstly they sat us (in an empty restaurant) at the worst table, at the end of the bar next to the bin. Thats an insult in itself, maybe we looked meek like we wouldnt make a fuss?
When we asked to move they pondered the seating for that night (still empty) and moved us one table along. The speaker was above me with 'War Of The Worlds' blasting out. very relaxing.

Ive worked in bars and there is always something to do but the staff lolled against the bar looking utterly bored which was uncomfortable.

On to the food. We have never been before so we stuck to two staples that you cant go wrong with, steak and chicken. We did have starters that were nice but the staff kept coming over to see if we had finished. I realised this was because the mains were ready and under a heat lamp, I heard the service bell ding. The chicken was okay, dry from the heatlamp but not worse than something you could knock up at home. The steak was more like beef or frying steak, proper chewy, and at £18 a total rip off.

Didnt stay for desert as the bill was already at £75 and I could see the chef in the kitchen chewing his gum (how do you taste anything before it goes out?)

Maybe it was an off night but I darent chance it again. Think I'll stick to EAT17 in future",2
VariableI had a burger here and to be honest it was ok and the drinks were ok too. However my wife had the salmon which looked nice until she tasted it and then turned it over. It had been burnt to a cinder on one side ( not seared but as black as your hat) . Instead of throwing it in the bin as the cook should. It had been served burnt Side down to hide the evidence. My wife also said it had the texture of what she imagined a blackboard rubber would taste like. Someone should tell the cook that if the foods not edible it shouldn't be served. Serving it burnt side down is merely lying to themselves. It's the taste that matters.,2
"Tasteless, tiny portion.I had the chicken and the rib half rack. Which consists of 4 ribs. The chips had no taste, were just warm, you could tell they had been pre cooked and sitting there. The corn was like 5 cm wide and watery. The chicken plain tasteless chicken. The ribs fatty. Even the lemonade was gassy not much lemon taste. The only good thing was the service, the waitress was OK. If never eat here again. Poor quality food, they will probably keep open due to being next to a hotel which means new customers all the time luckily for them.",2
"Facing up to adversityWhat lovely people here! A trial of an evening for them - the grill had given up and so had the kichen extractor fan. The so-called Beefeater engineer was supposedly on his way but did he turn up? Of course not! So the kitchen had to close. But what a thing to deal with. All the staff were helpful, cheerful and kind. Except the manager who was Eastern European and didn’t manage the situation in a British way. The hotel connected to the restaurant was full with people expecting a meal - in a town centre with loads of takeaways there were ways of making the service look helpful like offering for takeaways to be eaten in the restaurant etc. But no, follow the rules and shut down ...

We were lucky, we got food. Prawn cocktails were good, Ribs a bit disappointing as was the fish and chips.

With good ethnic restaurants all around the Woolwich area, Beefeater should try harder here.",2
"Quick dinnerI have been here twice before, and had better experience than today.
The waiter was polite, however has not taken much care of his customers. I was not even asked if I was ready for my main, and here it comes, when I havent even touched my starter yet. The duck pate was nice, however the salmon was very dry on the outside, and the green beans didnt taste fresh (very gooey).. After finishing my drink, I wasn't asked if wanted another one..",2
Should be named a freezerFound there was no draught lager no fish air con made me want to wear my coat the server did not ask if we wanted any sauces and no offer of a refill on the bottomless cola apart from that not bad as the food was hot,2
VariableI had a burger here and to be honest it was ok and the drinks were ok too. However my wife had the salmon which looked nice until she tasted it and then turned it over. It had been burnt to a cinder on one side ( not seared but as black as your hat) . Instead of throwing it in the bin as the cook should. It had been served burnt Side down to hide the evidence. My wife also said it had the texture of what she imagined a blackboard rubber would taste like. Someone should tell the cook that if the foods not edible it shouldn't be served. Serving it burnt side down is merely lying to themselves. It's the taste that matters.,2
"Tasteless, tiny portion.I had the chicken and the rib half rack. Which consists of 4 ribs. The chips had no taste, were just warm, you could tell they had been pre cooked and sitting there. The corn was like 5 cm wide and watery. The chicken plain tasteless chicken. The ribs fatty. Even the lemonade was gassy not much lemon taste. The only good thing was the service, the waitress was OK. If never eat here again. Poor quality food, they will probably keep open due to being next to a hotel which means new customers all the time luckily for them.",2
"Facing up to adversityWhat lovely people here! A trial of an evening for them - the grill had given up and so had the kichen extractor fan. The so-called Beefeater engineer was supposedly on his way but did he turn up? Of course not! So the kitchen had to close. But what a thing to deal with. All the staff were helpful, cheerful and kind. Except the manager who was Eastern European and didn’t manage the situation in a British way. The hotel connected to the restaurant was full with people expecting a meal - in a town centre with loads of takeaways there were ways of making the service look helpful like offering for takeaways to be eaten in the restaurant etc. But no, follow the rules and shut down ...

We were lucky, we got food. Prawn cocktails were good, Ribs a bit disappointing as was the fish and chips.

With good ethnic restaurants all around the Woolwich area, Beefeater should try harder here.",2
"Quick dinnerI have been here twice before, and had better experience than today.
The waiter was polite, however has not taken much care of his customers. I was not even asked if I was ready for my main, and here it comes, when I havent even touched my starter yet. The duck pate was nice, however the salmon was very dry on the outside, and the green beans didnt taste fresh (very gooey).. After finishing my drink, I wasn't asked if wanted another one..",2
Should be named a freezerFound there was no draught lager no fish air con made me want to wear my coat the server did not ask if we wanted any sauces and no offer of a refill on the bottomless cola apart from that not bad as the food was hot,2
"£43!My friends and I recently visited Sheba on recommendation. We were directed to an upper section with numerous other diners. I suggested to the head waiter that perhaps a downstairs dining experience would be better. This fell on deaf ears, perhaps because they wished for people to see a busy restaurant from outside. The service was ok although we received drinks we did not order. The food was of good quality although I have had better. The issue I have was the value. We paid £43 each including tip. I have never spent that much on a curry before and don’t intend to again.",3
"Mixed feelingsWe chose to eat here based on reviews on here and on the taste card app. The service was good, the restaurant was a little cold but not unbearable.

For food we both had chicken chat puri as a starter which had lovely flavours but was quite greasy, more so than I have experienced in other Indian restaurants. For main courses we had chicken dansak and chicken bhuna. The dansak was delicious and probably one of the best I’ve had, the bhuna was fairly average. We also had a pashwari naan which was not to our liking, purely down to our personal taste as it was much sweeter than expected.

The bill was surprisingly expensive, on paper we should have paid £62 for the above plus pappadums, a coke and a cobra. The bill was reduced to £38 by using a taste card which was much more reasonable.

I’m undecided if I would revisit, the food didn’t impress to the level I expected from the reviews I had read and from the awards the restaurant has received.",3
"The good, the bad and the ugly.I’ve been  before and it’s notoriously competitive with restaurants trying to get your business so make sure you always try and haggle before setting inside. We haggled to get into this restaurant and to be honest it was the trip advisor reviews that made me go in.

We had huge portions of food but it was slightly lacking in flavour, making it slightly boring : We had the chicken Bhuna and chicken shaslik.

I needed the toilet and was upset that they were mixed, I saw a man go to the toilet with the door open which put me off my food a bit! I know that’s not the restaurants fault but they have the space to make the toilets separate.

After that I went upstairs to see the chef bring the bins out through the restaurant (which as this point was at full capacity) and I thought that was such a shame to do as it puts me off visiting again.

Even with the discount you are given at the door it’s still a bit pricey so be wary - they also add on service charge with it not being optional.

My advice is have a lot at the other trip advisor reviews before making a decision to enter into here.",3
"Just averageHi Kelly,

I'm really sorry to hear about your experience at Sheba. Some dishes don't have as strong flavours as others so that we can cater to all tastes but are waiters are very experienced in suggesting dishes so that customers can choose a dish they'll love. Due to space and the building layout are toilets are mixed which is the same for a lot of restaurants along , but we will bare this in mind when we next renovate. When the restaurant is busy our bins do fill up more quickly and rather than keep the rubbish in the kitchen we do prefer to get it out the building for hygiene reasons. We pride ourselves on good food and service so I apologise that this wasn't up to your standards. If you had voiced this to your waiter we would have willingly removed the service charge from the bill.

Many Thanks, Sheba",3
"Recommended at Hotel - No Complaints but Can't Rank as ""Very Good""All very basic. Good service. A tasty simple curry. Clean. gets busy. Nothing special. Well priced for what it is",3
"Disappointed!!!We had a 2 night stay in a hotel at the end of  which contains many Indian / Bengali restaurants - so many that it is difficult to choose where to go. After looking at reviews and talking to reception staff at the hotel we decided to give Sheba a visit. Walking along  is to run the gauntlet of numerous door touts all encouraging you into their establishment with a wide variety of special offers - in truth a pain, and Sheba have thehir man too. We didn't play the game and negotiate any big deal but did get offered a couple of small bottles of Cobra for free which was fine.

The service was prompt and ok. Our orders were produced in a reasonable time and the food was good and tasty if usual curry house fare. I would give a special mention to the naans which were particularly good.

We had hoped for something special or different having looked forward to eating in  restaurants but in truth were disappointed as the food was not different or ""special"" nor better than we have available to us as a daily routine within 10 miles of where we live from many ""Indian"" restaurants

I really do not mean to damn with faint praise, the food was fine, the service was fine and it is a fact that you could do MUCH worse in other places but different it wasn't and it didn't earn a ""Very Good"" rating more like ""Good Average""
If you don't eat Indian often or just want good reasonable food then this place would be just fine. The bill with a 10% tip was £56 for two which included two starters and mains and four small Cobra beers with two of those being complimentary.",3
"Good Indian FoodWe attended Sheba for a birthday celebration. Upon entering the restaurant I was immediately happy with the authenticity of the place even the smells were truly lovely. We were seated downstairs as it was a big party.

I ordered the lamb shank which looked awful on the plate and the taste was bland. The orders came in drips and drabs so by the time I got the rice, the lamb was warm. After eating our starters we were told to hold onto our cutlery! Never seen this before - usually cutlery is changed as some people are eating fish and meat!

Ordered diet coke but was flat. The naan was dry and generally, with a party of 25 people, the complaints were all similar with various dishes - just not up to standard.

Avoid at all costs as I am sure, on  there will be a better Indian experience.",3
"Slow, but the food was worth the wait12 of us ate here for a pre Xmas night out. Two things I thought they should have got right from the start

we'd pre booked the table but didn't have enough chairs and tables for us so 2 of us had to stand out the way for 5-10 mins while they sorted it

The meals were pre booked as well but they forgot 2 of the mains and 2 of the sides.

We actually enjoyed the food though and the price is decent.",3
"No complaints about food, service could improveVery busy, the food took a long time to come out to us but when it did arrive it was tasty and good quality. We all enjoyed the meal overall.",3
"Not bad or greatAs stated above, the food was very good so really nothing to gripe about in that department.

What let this restaurant down was the fact that my starter arrived first (obviously) but then 2 minutes later my popadums, and another 3 minutes after that my main. So I had THREE meals on my table. Not content with that, the waiter then proceeded to take away the dips for my popadums, even though quite clearly I still had a couple left.",3
"£43!My friends and I recently visited Sheba on recommendation. We were directed to an upper section with numerous other diners. I suggested to the head waiter that perhaps a downstairs dining experience would be better. This fell on deaf ears, perhaps because they wished for people to see a busy restaurant from outside. The service was ok although we received drinks we did not order. The food was of good quality although I have had better. The issue I have was the value. We paid £43 each including tip. I have never spent that much on a curry before and don’t intend to again.",3
"Mixed feelingsWe chose to eat here based on reviews on here and on the taste card app. The service was good, the restaurant was a little cold but not unbearable.

For food we both had chicken chat puri as a starter which had lovely flavours but was quite greasy, more so than I have experienced in other Indian restaurants. For main courses we had chicken dansak and chicken bhuna. The dansak was delicious and probably one of the best I’ve had, the bhuna was fairly average. We also had a pashwari naan which was not to our liking, purely down to our personal taste as it was much sweeter than expected.

The bill was surprisingly expensive, on paper we should have paid £62 for the above plus pappadums, a coke and a cobra. The bill was reduced to £38 by using a taste card which was much more reasonable.

I’m undecided if I would revisit, the food didn’t impress to the level I expected from the reviews I had read and from the awards the restaurant has received.",3
"The good, the bad and the ugly.I’ve been  before and it’s notoriously competitive with restaurants trying to get your business so make sure you always try and haggle before setting inside. We haggled to get into this restaurant and to be honest it was the trip advisor reviews that made me go in.

We had huge portions of food but it was slightly lacking in flavour, making it slightly boring : We had the chicken Bhuna and chicken shaslik.

I needed the toilet and was upset that they were mixed, I saw a man go to the toilet with the door open which put me off my food a bit! I know that’s not the restaurants fault but they have the space to make the toilets separate.

After that I went upstairs to see the chef bring the bins out through the restaurant (which as this point was at full capacity) and I thought that was such a shame to do as it puts me off visiting again.

Even with the discount you are given at the door it’s still a bit pricey so be wary - they also add on service charge with it not being optional.

My advice is have a lot at the other trip advisor reviews before making a decision to enter into here.",3
"Just averageHi Kelly,

I'm really sorry to hear about your experience at Sheba. Some dishes don't have as strong flavours as others so that we can cater to all tastes but are waiters are very experienced in suggesting dishes so that customers can choose a dish they'll love. Due to space and the building layout are toilets are mixed which is the same for a lot of restaurants along , but we will bare this in mind when we next renovate. When the restaurant is busy our bins do fill up more quickly and rather than keep the rubbish in the kitchen we do prefer to get it out the building for hygiene reasons. We pride ourselves on good food and service so I apologise that this wasn't up to your standards. If you had voiced this to your waiter we would have willingly removed the service charge from the bill.

Many Thanks, Sheba",3
"Recommended at Hotel - No Complaints but Can't Rank as ""Very Good""All very basic. Good service. A tasty simple curry. Clean. gets busy. Nothing special. Well priced for what it is",3
"Disappointed!!!We had a 2 night stay in a hotel at the end of  which contains many Indian / Bengali restaurants - so many that it is difficult to choose where to go. After looking at reviews and talking to reception staff at the hotel we decided to give Sheba a visit. Walking along  is to run the gauntlet of numerous door touts all encouraging you into their establishment with a wide variety of special offers - in truth a pain, and Sheba have thehir man too. We didn't play the game and negotiate any big deal but did get offered a couple of small bottles of Cobra for free which was fine.

The service was prompt and ok. Our orders were produced in a reasonable time and the food was good and tasty if usual curry house fare. I would give a special mention to the naans which were particularly good.

We had hoped for something special or different having looked forward to eating in  restaurants but in truth were disappointed as the food was not different or ""special"" nor better than we have available to us as a daily routine within 10 miles of where we live from many ""Indian"" restaurants

I really do not mean to damn with faint praise, the food was fine, the service was fine and it is a fact that you could do MUCH worse in other places but different it wasn't and it didn't earn a ""Very Good"" rating more like ""Good Average""
If you don't eat Indian often or just want good reasonable food then this place would be just fine. The bill with a 10% tip was £56 for two which included two starters and mains and four small Cobra beers with two of those being complimentary.",3
"Good Indian FoodWe attended Sheba for a birthday celebration. Upon entering the restaurant I was immediately happy with the authenticity of the place even the smells were truly lovely. We were seated downstairs as it was a big party.

I ordered the lamb shank which looked awful on the plate and the taste was bland. The orders came in drips and drabs so by the time I got the rice, the lamb was warm. After eating our starters we were told to hold onto our cutlery! Never seen this before - usually cutlery is changed as some people are eating fish and meat!

Ordered diet coke but was flat. The naan was dry and generally, with a party of 25 people, the complaints were all similar with various dishes - just not up to standard.

Avoid at all costs as I am sure, on  there will be a better Indian experience.",3
"Slow, but the food was worth the wait12 of us ate here for a pre Xmas night out. Two things I thought they should have got right from the start

we'd pre booked the table but didn't have enough chairs and tables for us so 2 of us had to stand out the way for 5-10 mins while they sorted it

The meals were pre booked as well but they forgot 2 of the mains and 2 of the sides.

We actually enjoyed the food though and the price is decent.",3
"No complaints about food, service could improveVery busy, the food took a long time to come out to us but when it did arrive it was tasty and good quality. We all enjoyed the meal overall.",3
"Not bad or greatAs stated above, the food was very good so really nothing to gripe about in that department.

What let this restaurant down was the fact that my starter arrived first (obviously) but then 2 minutes later my popadums, and another 3 minutes after that my main. So I had THREE meals on my table. Not content with that, the waiter then proceeded to take away the dips for my popadums, even though quite clearly I still had a couple left.",3
"£43!My friends and I recently visited Sheba on recommendation. We were directed to an upper section with numerous other diners. I suggested to the head waiter that perhaps a downstairs dining experience would be better. This fell on deaf ears, perhaps because they wished for people to see a busy restaurant from outside. The service was ok although we received drinks we did not order. The food was of good quality although I have had better. The issue I have was the value. We paid £43 each including tip. I have never spent that much on a curry before and don’t intend to again.",3
"Mixed feelingsWe chose to eat here based on reviews on here and on the taste card app. The service was good, the restaurant was a little cold but not unbearable.

For food we both had chicken chat puri as a starter which had lovely flavours but was quite greasy, more so than I have experienced in other Indian restaurants. For main courses we had chicken dansak and chicken bhuna. The dansak was delicious and probably one of the best I’ve had, the bhuna was fairly average. We also had a pashwari naan which was not to our liking, purely down to our personal taste as it was much sweeter than expected.

The bill was surprisingly expensive, on paper we should have paid £62 for the above plus pappadums, a coke and a cobra. The bill was reduced to £38 by using a taste card which was much more reasonable.

I’m undecided if I would revisit, the food didn’t impress to the level I expected from the reviews I had read and from the awards the restaurant has received.",3
"The good, the bad and the ugly.I’ve been  before and it’s notoriously competitive with restaurants trying to get your business so make sure you always try and haggle before setting inside. We haggled to get into this restaurant and to be honest it was the trip advisor reviews that made me go in.

We had huge portions of food but it was slightly lacking in flavour, making it slightly boring : We had the chicken Bhuna and chicken shaslik.

I needed the toilet and was upset that they were mixed, I saw a man go to the toilet with the door open which put me off my food a bit! I know that’s not the restaurants fault but they have the space to make the toilets separate.

After that I went upstairs to see the chef bring the bins out through the restaurant (which as this point was at full capacity) and I thought that was such a shame to do as it puts me off visiting again.

Even with the discount you are given at the door it’s still a bit pricey so be wary - they also add on service charge with it not being optional.

My advice is have a lot at the other trip advisor reviews before making a decision to enter into here.",3
"Just averageHi Kelly,

I'm really sorry to hear about your experience at Sheba. Some dishes don't have as strong flavours as others so that we can cater to all tastes but are waiters are very experienced in suggesting dishes so that customers can choose a dish they'll love. Due to space and the building layout are toilets are mixed which is the same for a lot of restaurants along , but we will bare this in mind when we next renovate. When the restaurant is busy our bins do fill up more quickly and rather than keep the rubbish in the kitchen we do prefer to get it out the building for hygiene reasons. We pride ourselves on good food and service so I apologise that this wasn't up to your standards. If you had voiced this to your waiter we would have willingly removed the service charge from the bill.

Many Thanks, Sheba",3
"Recommended at Hotel - No Complaints but Can't Rank as ""Very Good""All very basic. Good service. A tasty simple curry. Clean. gets busy. Nothing special. Well priced for what it is",3
"Disappointed!!!We had a 2 night stay in a hotel at the end of  which contains many Indian / Bengali restaurants - so many that it is difficult to choose where to go. After looking at reviews and talking to reception staff at the hotel we decided to give Sheba a visit. Walking along  is to run the gauntlet of numerous door touts all encouraging you into their establishment with a wide variety of special offers - in truth a pain, and Sheba have thehir man too. We didn't play the game and negotiate any big deal but did get offered a couple of small bottles of Cobra for free which was fine.

The service was prompt and ok. Our orders were produced in a reasonable time and the food was good and tasty if usual curry house fare. I would give a special mention to the naans which were particularly good.

We had hoped for something special or different having looked forward to eating in  restaurants but in truth were disappointed as the food was not different or ""special"" nor better than we have available to us as a daily routine within 10 miles of where we live from many ""Indian"" restaurants

I really do not mean to damn with faint praise, the food was fine, the service was fine and it is a fact that you could do MUCH worse in other places but different it wasn't and it didn't earn a ""Very Good"" rating more like ""Good Average""
If you don't eat Indian often or just want good reasonable food then this place would be just fine. The bill with a 10% tip was £56 for two which included two starters and mains and four small Cobra beers with two of those being complimentary.",3
"Good Indian FoodWe attended Sheba for a birthday celebration. Upon entering the restaurant I was immediately happy with the authenticity of the place even the smells were truly lovely. We were seated downstairs as it was a big party.

I ordered the lamb shank which looked awful on the plate and the taste was bland. The orders came in drips and drabs so by the time I got the rice, the lamb was warm. After eating our starters we were told to hold onto our cutlery! Never seen this before - usually cutlery is changed as some people are eating fish and meat!

Ordered diet coke but was flat. The naan was dry and generally, with a party of 25 people, the complaints were all similar with various dishes - just not up to standard.

Avoid at all costs as I am sure, on  there will be a better Indian experience.",3
"Slow, but the food was worth the wait12 of us ate here for a pre Xmas night out. Two things I thought they should have got right from the start

we'd pre booked the table but didn't have enough chairs and tables for us so 2 of us had to stand out the way for 5-10 mins while they sorted it

The meals were pre booked as well but they forgot 2 of the mains and 2 of the sides.

We actually enjoyed the food though and the price is decent.",3
"No complaints about food, service could improveVery busy, the food took a long time to come out to us but when it did arrive it was tasty and good quality. We all enjoyed the meal overall.",3
"Not bad or greatAs stated above, the food was very good so really nothing to gripe about in that department.

What let this restaurant down was the fact that my starter arrived first (obviously) but then 2 minutes later my popadums, and another 3 minutes after that my main. So I had THREE meals on my table. Not content with that, the waiter then proceeded to take away the dips for my popadums, even though quite clearly I still had a couple left.",3
"£43!My friends and I recently visited Sheba on recommendation. We were directed to an upper section with numerous other diners. I suggested to the head waiter that perhaps a downstairs dining experience would be better. This fell on deaf ears, perhaps because they wished for people to see a busy restaurant from outside. The service was ok although we received drinks we did not order. The food was of good quality although I have had better. The issue I have was the value. We paid £43 each including tip. I have never spent that much on a curry before and don’t intend to again.",3
"Mixed feelingsWe chose to eat here based on reviews on here and on the taste card app. The service was good, the restaurant was a little cold but not unbearable.

For food we both had chicken chat puri as a starter which had lovely flavours but was quite greasy, more so than I have experienced in other Indian restaurants. For main courses we had chicken dansak and chicken bhuna. The dansak was delicious and probably one of the best I’ve had, the bhuna was fairly average. We also had a pashwari naan which was not to our liking, purely down to our personal taste as it was much sweeter than expected.

The bill was surprisingly expensive, on paper we should have paid £62 for the above plus pappadums, a coke and a cobra. The bill was reduced to £38 by using a taste card which was much more reasonable.

I’m undecided if I would revisit, the food didn’t impress to the level I expected from the reviews I had read and from the awards the restaurant has received.",3
"The good, the bad and the ugly.I’ve been  before and it’s notoriously competitive with restaurants trying to get your business so make sure you always try and haggle before setting inside. We haggled to get into this restaurant and to be honest it was the trip advisor reviews that made me go in.

We had huge portions of food but it was slightly lacking in flavour, making it slightly boring : We had the chicken Bhuna and chicken shaslik.

I needed the toilet and was upset that they were mixed, I saw a man go to the toilet with the door open which put me off my food a bit! I know that’s not the restaurants fault but they have the space to make the toilets separate.

After that I went upstairs to see the chef bring the bins out through the restaurant (which as this point was at full capacity) and I thought that was such a shame to do as it puts me off visiting again.

Even with the discount you are given at the door it’s still a bit pricey so be wary - they also add on service charge with it not being optional.

My advice is have a lot at the other trip advisor reviews before making a decision to enter into here.",3
"Just averageHi Kelly,

I'm really sorry to hear about your experience at Sheba. Some dishes don't have as strong flavours as others so that we can cater to all tastes but are waiters are very experienced in suggesting dishes so that customers can choose a dish they'll love. Due to space and the building layout are toilets are mixed which is the same for a lot of restaurants along , but we will bare this in mind when we next renovate. When the restaurant is busy our bins do fill up more quickly and rather than keep the rubbish in the kitchen we do prefer to get it out the building for hygiene reasons. We pride ourselves on good food and service so I apologise that this wasn't up to your standards. If you had voiced this to your waiter we would have willingly removed the service charge from the bill.

Many Thanks, Sheba",3
"Recommended at Hotel - No Complaints but Can't Rank as ""Very Good""All very basic. Good service. A tasty simple curry. Clean. gets busy. Nothing special. Well priced for what it is",3
"Disappointed!!!We had a 2 night stay in a hotel at the end of  which contains many Indian / Bengali restaurants - so many that it is difficult to choose where to go. After looking at reviews and talking to reception staff at the hotel we decided to give Sheba a visit. Walking along  is to run the gauntlet of numerous door touts all encouraging you into their establishment with a wide variety of special offers - in truth a pain, and Sheba have thehir man too. We didn't play the game and negotiate any big deal but did get offered a couple of small bottles of Cobra for free which was fine.

The service was prompt and ok. Our orders were produced in a reasonable time and the food was good and tasty if usual curry house fare. I would give a special mention to the naans which were particularly good.

We had hoped for something special or different having looked forward to eating in  restaurants but in truth were disappointed as the food was not different or ""special"" nor better than we have available to us as a daily routine within 10 miles of where we live from many ""Indian"" restaurants

I really do not mean to damn with faint praise, the food was fine, the service was fine and it is a fact that you could do MUCH worse in other places but different it wasn't and it didn't earn a ""Very Good"" rating more like ""Good Average""
If you don't eat Indian often or just want good reasonable food then this place would be just fine. The bill with a 10% tip was £56 for two which included two starters and mains and four small Cobra beers with two of those being complimentary.",3
"Good Indian FoodWe attended Sheba for a birthday celebration. Upon entering the restaurant I was immediately happy with the authenticity of the place even the smells were truly lovely. We were seated downstairs as it was a big party.

I ordered the lamb shank which looked awful on the plate and the taste was bland. The orders came in drips and drabs so by the time I got the rice, the lamb was warm. After eating our starters we were told to hold onto our cutlery! Never seen this before - usually cutlery is changed as some people are eating fish and meat!

Ordered diet coke but was flat. The naan was dry and generally, with a party of 25 people, the complaints were all similar with various dishes - just not up to standard.

Avoid at all costs as I am sure, on  there will be a better Indian experience.",3
"Slow, but the food was worth the wait12 of us ate here for a pre Xmas night out. Two things I thought they should have got right from the start

we'd pre booked the table but didn't have enough chairs and tables for us so 2 of us had to stand out the way for 5-10 mins while they sorted it

The meals were pre booked as well but they forgot 2 of the mains and 2 of the sides.

We actually enjoyed the food though and the price is decent.",3
"No complaints about food, service could improveVery busy, the food took a long time to come out to us but when it did arrive it was tasty and good quality. We all enjoyed the meal overall.",3
